94,6,0
11,89,0
0,100,0
10,40,50
34,16,50
22,78,0
0,100,0
0,100,0
59,41,0
0,100,0
100,0,0
100,0,0
85,15,0
100,0,0
56,38,6
92,8,0
10,90,0
0,100,0
10,40,50
34,18,48
21,79,0
0,100,0
0,100,0
63,37,0
0,100,0
100,0,0
100,0,0
86,14,0
100,0,0
56,38,6
91,9,0
11,89,0
0,100,0
11,39,50
35,17,50
23,77,0
0,100,0
0,100,0
61,39,0
0,100,0
100,0,0
100,0,0
87,13,0
100,0,0
55,39,6
89,11,0
10,90,0
0,100,0
12,39,49
35,19,48
22,78,0
0,100,0
0,100,0
62,38,0
0,100,0
100,0,0
100,0,0
93,7,0
100,0,0
56,38,6
98,2,0
10,90,0
0,100,0
10,40,50
36,18,50
23,77,0
0,100,0
0,100,0
61,39,0
0,100,0
100,0,0
100,0,0
91,9,0
100,0,0
54,39,7
89,11,0
10,90,0
0,100,0
11,39,50
35,19,50
22,78,0
0,100,0
0,100,0
64,36,0
0,100,0
100,0,0
100,0,0
84,16,0
100,0,0
56,39,7
95,5,0
11,89,0
0,100,0
11,39,50
34,20,50
22,78,0
0,100,0
0,100,0
61,39,0
0,100,0
100,0,0
100,0,0
91,9,0
100,0,0
53,39,10
94,6,0
11,89,0
0,100,0
12,37,51
36,20,48
21,79,0
0,100,0
0,100,0
58,42,0
0,100,0
100,0,0
100,0,0
93,7,0
100,0,0
56,39,7
97,3,0
10,90,0
0,100,0
11,40,51
39,20,47
22,78,0
0,100,0
0,100,0
59,41,0
0,100,0
100,0,0
100,0,0
91,9,0
100,0,0
58,38,6
97,3,0
10,90,0
0,100,0
13,38,51
37,19,50
21,79,0
0,100,0
0,100,0
60,40,0
0,100,0
100,0,0
100,0,0
87,13,0
100,0,0
56,38,6
