89,11,0
17,83,0
6,94,0
49,12,39
57,27,16
51,49,0
6,94,0
10,90,0
85,15,0
0,100,0
94,6,0
100,0,0
89,11,0
97,3,0
27,57,16
84,16,0
17,83,0
6,94,0
50,11,39
56,26,16
52,48,0
5,95,0
10,90,0
81,19,0
0,100,0
92,8,0
100,0,0
90,10,0
96,4,0
27,55,16
92,8,0
17,83,0
5,95,0
51,10,39
56,26,16
50,50,0
5,95,0
11,89,0
81,19,0
0,100,0
97,3,0
100,0,0
92,8,0
89,11,0
26,56,16
90,10,0
17,83,0
5,95,0
50,11,39
55,27,16
51,49,0
6,94,0
10,90,0
83,17,0
0,100,0
98,2,0
100,0,0
93,7,0
98,2,0
25,56,17
93,7,0
17,83,0
6,94,0
49,11,40
57,26,15
50,50,0
6,94,0
11,89,0
83,17,0
0,100,0
95,5,0
100,0,0
86,14,0
89,11,0
27,56,17
91,9,0
17,83,0
5,95,0
51,10,39
56,26,14
50,50,0
5,95,0
11,89,0
80,20,0
0,100,0
90,10,0
100,0,0
93,7,0
89,11,0
29,53,18
89,11,0
16,84,0
5,95,0
51,11,38
54,27,15
47,53,0
6,94,0
11,89,0
87,13,0
0,100,0
98,2,0
100,0,0
93,7,0
90,10,0
27,56,17
90,10,0
17,83,0
6,94,0
51,10,39
54,27,15
49,51,0
6,94,0
11,89,0
86,14,0
0,100,0
95,5,0
100,0,0
92,8,0
97,3,0
26,58,16
89,11,0
17,83,0
6,94,0
51,10,39
55,26,15
52,48,0
6,94,0
10,90,0
81,19,0
0,100,0
94,6,0
100,0,0
84,16,0
89,11,0
26,56,16
85,15,0
17,83,0
6,94,0
50,11,39
55,26,15
47,53,0
6,94,0
10,90,0
82,18,0
0,100,0
95,5,0
100,0,0
85,15,0
94,6,0
26,56,16
89,11,0
16,84,0
6,94,0
50,11,39
53,27,16
52,48,0
5,95,0
10,90,0
79,21,0
0,100,0
97,3,0
100,0,0
87,13,0
97,3,0
25,58,15
90,10,0
16,84,0
5,95,0
51,10,39
54,28,16
49,51,0
5,95,0
10,90,0
81,19,0
0,100,0
94,6,0
100,0,0
91,9,0
92,8,0
25,56,15
85,15,0
16,84,0
6,94,0
50,11,39
52,28,18
49,51,0
5,95,0
11,89,0
81,19,0
0,100,0
96,4,0
100,0,0
89,11,0
91,9,0
25,56,15
93,7,0
17,83,0
5,95,0
50,11,39
56,26,16
49,51,0
5,95,0
10,90,0
83,17,0
0,100,0
95,5,0
100,0,0
87,13,0
98,2,0
25,56,15
92,8,0
16,84,0
5,95,0
52,10,38
57,26,15
50,50,0
6,94,0
10,90,0
82,18,0
0,100,0
97,3,0
100,0,0
92,8,0
97,3,0
25,56,15
85,15,0
17,83,0
5,95,0
49,10,39
57,25,14
51,49,0
5,95,0
11,89,0
83,17,0
0,100,0
97,3,0
100,0,0
88,12,0
91,9,0
26,55,15
93,7,0
16,84,0
5,95,0
51,9,38
56,24,14
52,48,0
5,95,0
11,89,0
82,18,0
0,100,0
98,2,0
100,0,0
88,12,0
95,5,0
25,56,15
85,15,0
17,83,0
5,95,0
51,9,38
55,25,14
52,48,0
5,95,0
10,90,0
79,21,0
0,100,0
91,9,0
100,0,0
88,12,0
98,2,0
23,57,16
93,7,0
16,84,0
6,94,0
51,9,38
56,24,14
51,49,0
5,95,0
10,90,0
83,17,0
0,100,0
94,6,0
100,0,0
89,11,0
94,6,0
24,58,16
88,12,0
16,84,0
5,95,0
51,11,36
55,25,14
52,48,0
5,95,0
11,89,0
87,13,0
0,100,0
94,6,0
100,0,0
92,8,0
92,8,0
25,57,16
