27,73,0
0,100,0
96,4,0
7,86,7
100,0,0
91,9,0
0,100,0
0,100,0
100,0,0
0,100,0
83,17,0
100,0,0
92,8,0
50,44,6
0,79,21
26,74,0
0,100,0
92,8,0
6,90,6
100,0,0
94,6,0
0,100,0
0,100,0
100,0,0
0,100,0
84,16,0
100,0,0
97,3,0
50,44,6
0,79,21
28,72,0
0,100,0
96,4,0
6,88,6
100,0,0
93,7,0
0,100,0
0,100,0
100,0,0
0,100,0
85,15,0
100,0,0
97,3,0
48,45,7
0,79,21
28,72,0
0,100,0
95,5,0
5,89,6
100,0,0
91,9,0
0,100,0
0,100,0
100,0,0
0,100,0
78,22,0
100,0,0
96,4,0
51,43,8
0,75,25
28,72,0
0,100,0
92,8,0
6,88,6
100,0,0
92,8,0
0,100,0
0,100,0
100,0,0
0,100,0
82,18,0
100,0,0
94,6,0
52,45,7
0,74,26
28,72,0
0,100,0
89,11,0
6,88,6
100,0,0
97,3,0
0,100,0
0,100,0
100,0,0
0,100,0
87,13,0
100,0,0
93,7,0
53,44,7
0,74,26
26,74,0
0,100,0
94,6,0
6,88,6
100,0,0
93,7,0
0,100,0
0,100,0
100,0,0
0,100,0
85,15,0
100,0,0
94,6,0
52,44,6
0,74,26
28,72,0
0,100,0
95,5,0
6,91,9
100,0,0
91,9,0
0,100,0
0,100,0
100,0,0
0,100,0
87,13,0
100,0,0
91,9,0
51,44,7
0,81,19
29,71,0
0,100,0
89,11,0
7,88,5
100,0,0
94,6,0
0,100,0
0,100,0
100,0,0
0,100,0
79,21,0
100,0,0
96,4,0
51,44,7
0,74,26
29,71,0
0,100,0
94,6,0
6,88,6
100,0,0
92,8,0
0,100,0
0,100,0
100,0,0
0,100,0
86,14,0
100,0,0
91,9,0
52,44,6
0,78,22
28,72,0
0,100,0
94,6,0
5,89,6
100,0,0
96,4,0
0,100,0
0,100,0
100,0,0
0,100,0
81,19,0
100,0,0
96,4,0
51,44,7
0,74,26
28,72,0
0,100,0
96,4,0
5,89,6
100,0,0
95,5,0
0,100,0
0,100,0
100,0,0
0,100,0
82,18,0
100,0,0
94,6,0
52,43,7
0,77,23
28,72,0
0,100,0
91,9,0
6,88,6
100,0,0
95,5,0
0,100,0
0,100,0
100,0,0
0,100,0
83,17,0
100,0,0
95,5,0
48,44,10
0,74,26
28,72,0
0,100,0
98,2,0
10,83,7
100,0,0
94,6,0
0,100,0
0,100,0
100,0,0
0,100,0
78,22,0
100,0,0
97,3,0
52,42,8
0,81,19
28,72,0
0,100,0
96,4,0
6,88,6
100,0,0
97,3,0
0,100,0
0,100,0
100,0,0
0,100,0
86,14,0
100,0,0
96,4,0
49,44,11
0,80,20
29,71,0
0,100,0
93,7,0
6,83,11
100,0,0
91,9,0
0,100,0
0,100,0
100,0,0
0,100,0
84,16,0
100,0,0
98,2,0
52,44,8
0,78,22
27,73,0
0,100,0
98,2,0
7,88,5
100,0,0
90,10,0
0,100,0
0,100,0
100,0,0
0,100,0
79,21,0
100,0,0
98,2,0
51,45,8
0,74,26
26,74,0
0,100,0
89,11,0
5,89,6
100,0,0
94,6,0
0,100,0
0,100,0
100,0,0
0,100,0
78,22,0
100,0,0
89,11,0
53,44,7
0,80,20
26,74,0
0,100,0
93,7,0
9,85,6
100,0,0
94,6,0
0,100,0
0,100,0
100,0,0
0,100,0
80,20,0
100,0,0
90,10,0
52,41,11
0,75,25
29,71,0
0,100,0
97,3,0
6,88,6
100,0,0
92,8,0
0,100,0
0,100,0
100,0,0
0,100,0
87,13,0
100,0,0
92,8,0
53,43,8
0,76,24
